mgrastID;unclassified (derived from Bacteria);Streptococcus;Lactobacillus;Listeria;Actinomyces;Abiotrophia;Veillonella;Megasphaera;Reinekea;Kineococcus;Prevotella;Propionibacterium;Paenibacillus;Bacillus;Bacteroides;Shewanella;Blautia;Dethiobacter;Bifidobacterium;Escherichia;unclassified (derived from Clostridiales Family XI. Incertae Sedis);Eubacterium;Atopobium;Rothia;Mesoplasma;Heliobacterium;Gemella;Oribacterium;Fusobacterium;Turicibacter;Acetivibrio;Leptotrichia;Butyrivibrio;Riemerella;Oikopleura;Proteus;Syntrophus;Corynebacterium;Streptomyces;Selenomonas;Coptotermes;Faecalibacterium;unclassified (derived from Peptostreptococcaceae);Peptostreptococcus;Clostridium;Paraprevotella;Mycobacterium;Nocardia;Cycas;Megamonas;Oryza;Dialister;Synechococcus;Capnocytophaga;Treponema;Chlorobaculum;Cellulosilyticum;Enterococcus;Porphyromonas;Staphylococcus;Burkholderia;Ixodes;Mobiluncus;Pseudoflavonifractor;Caldanaerobacter;Campylobacter;Eikenella;unclassified (derived from unclassified sequences);Ochrobactrum;Yersinia;unclassified (derived from Clostridiales);Acidaminococcus;Halanaerobium;Parabacteroides;Parascardovia;unclassified (derived from Synergistetes);Alloscardovia;Haemophilus;Leuconostoc;Mycoplasma;Pasteurella;Rhodococcus;Slackia;Tannerella;Wolinella;Actinobaculum;Anaplasma;Bulleidia;Butyricimonas;Chromobacterium;Coprococcus;Cryptobacterium;Curvibacter;Desulfotomaculum;Granulicatella;Neisseria;Pseudovibrio;Rikenella;Ruminococcus;Scardovia;Thermoactinomyces;unclassified (derived from Betaproteobacteria);unclassified (derived from Gammaproteobacteria);unclassified (derived from Peptococcaceae);Aggregatibacter;Vagococcus;Soehngenia;Trichococcus;Brucella;Actinobacillus;Aerococcus;Kingella;Lysinibacillus;Rhodospirillum;Thauera;unclassified (derived from Pasteurellaceae);unclassified (derived from Proteobacteria);
mgm4602317.3;6676;2516;3158;1536;158;1398;182;13;1600;542;47;920;1208;1169;72;16;40;198;5;56;258;17;33;651;949;100;50;20;76;81;70;20;1;5;3;33;7;103;40;3;79;76;69;11;104;28;1;21;18;18;18;2;4;2;2;10;8;8;16;93;4;17;6;44;7;5;5;5;4;26;2;3;3;3;3;3;2;23;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;8;48;14;1;1;1;1;1;1;1;11;10;4;4;3;2;1;1;1;1;1;1;1
