mgrastID;unclassified (derived from Bacteria);Streptococcus;Lactobacillus;Listeria;Actinomyces;Abiotrophia;Veillonella;Megasphaera;Reinekea;Kineococcus;Prevotella;Propionibacterium;Paenibacillus;Bacillus;Bacteroides;Shewanella;Blautia;Dethiobacter;Bifidobacterium;Escherichia;unclassified (derived from Clostridiales Family XI. Incertae Sedis);Eubacterium;Atopobium;Rothia;Mesoplasma;Heliobacterium;Gemella;Oribacterium;Fusobacterium;Turicibacter;Acetivibrio;Leptotrichia;Butyrivibrio;Riemerella;Oikopleura;Proteus;Syntrophus;Corynebacterium;Streptomyces;Selenomonas;Coptotermes;Faecalibacterium;unclassified (derived from Peptostreptococcaceae);Peptostreptococcus;Clostridium;Paraprevotella;Mycobacterium;Nocardia;Cycas;Megamonas;Oryza;Dialister;Synechococcus;Capnocytophaga;Treponema;Chlorobaculum;Cellulosilyticum;Enterococcus;Porphyromonas;Staphylococcus;Burkholderia;Ixodes;Mobiluncus;Pseudoflavonifractor;Caldanaerobacter;Campylobacter;Eikenella;unclassified (derived from unclassified sequences);Ochrobactrum;Yersinia;unclassified (derived from Clostridiales);Acidaminococcus;Halanaerobium;Parabacteroides;Parascardovia;unclassified (derived from Synergistetes);Alloscardovia;Haemophilus;Leuconostoc;Mycoplasma;Pasteurella;Rhodococcus;Slackia;Tannerella;Wolinella;Actinobaculum;Anaplasma;Bulleidia;Butyricimonas;Chromobacterium;Coprococcus;Cryptobacterium;Curvibacter;Desulfotomaculum;Granulicatella;Neisseria;Pseudovibrio;Rikenella;Ruminococcus;Scardovia;Thermoactinomyces;unclassified (derived from Betaproteobacteria);unclassified (derived from Gammaproteobacteria);unclassified (derived from Peptococcaceae);
mgm4602362.3;7392;7036;6312;5277;3186;2864;2719;2579;2519;2340;2151;1805;1473;1361;1034;934;786;731;724;549;541;428;418;413;381;329;300;202;186;184;180;161;150;149;146;140;107;98;87;86;79;76;69;36;30;28;21;21;18;18;18;15;15;12;11;10;8;8;7;7;6;6;6;6;5;5;5;5;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
